Signatur;Titel;Form und Inhalt;Entstehungszeitraum;Bemerkungen zur Datierung;Bemerkungen zum Umfang;Sprachen;ID
B-I-GRAU-14a;Thomas Mann an Otto Grautoff;"Kopie der Abschrift des fragmentarischen Briefes ohne Datum und ohne Ort, vermutlich Ende Mai 1895 aus M�nchen (gem�ss Regest, Datums- und Ortsangaben wurden recherchiert), maschinenschriftlich.
Zus�tzlich vermerkt: Abschrift unvollst�ndig, Briefanfang nicht �berliefert";ca. 30.05.1895;fragmentarisch ohne Datum, vermutlich Ende Mai - gem�ss Regest, Datumsangabe wurde recherchiert;2 Bl./2 S.;Deutsch;41146
B-I-GRAU-15;Thomas Mann an Otto Grautoff;Kopie des Briefes vom 18.06.1895 aus M�nchen, handschriftlich;18.06.1895;Daten fehlen;3 Bl./4 S.;Deutsch;132317
B-I-GRAU-16;Thomas Mann an Otto Grautoff;Kopie des Briefes vom 30.06. ohne Jahreszahl, vermutlich zwischen 1895-1899, aus M�nchen, handschriftlich;30.06.1895 - 1899;datiert ohne Jahreszahl, vermutlich 1890er Jahre;2 Bl./4 S.;Deutsch;59028
B-I-GRAU-17;Thomas Mann an Otto Grautoff;Kopie der Postkarte ohne Datum und ohne Ort, mit Poststempel vom 06.07.1895 aus M�nchen, handschriftlich;06.07.1895;gem�ss Poststempel;2 Bl./2 S.;Deutsch;124631
B-I-GRAU-18;Thomas Mann an Otto Grautoff;Kopie der Postkarte ohne Datum und ohne Ort, mit Poststempel vom 09.07.1895 aus M�nchen, handschriftlich;09.07.1895;gem�ss Poststempel;2 Bl./2 S.;Deutsch;61667
B-I-GRAU-19;Thomas Mann an Otto Grautoff;Kopie des Briefes vom 10.07.1895 aus M�nchen, handschriftlich;10.07.1895;Daten fehlen;2 Bl./2 S.;Deutsch;50643
B-I-GRAU-20;Thomas Mann an Otto Grautoff;Kopie der Postkarte vom 05.11.1895 aus Rom, handschriftlich;05.10.1895;Daten fehlen;2 Bl./2 S.;Deutsch;28089
B-I-GRAU-21;Thomas Mann an Otto Grautoff;"Kopie des fragmentarischen Briefes ohne Datum, vermutlich ca. 1896 aus M�nchen, handschriftlich.
Zus�tzlich vermerkt: unvollst�ndig, Briefanfang nicht �berliefert";ca. 1896;"ohne Datum, in der Nachschrift wird Emil Gerh�user erw�hnt, der den ""Siegmund"" 1896 in Bayreuth gesungen hat";2 Bl./2 S.;Deutsch;119245
B-I-GRAU-22;Thomas Mann an Otto Grautoff;Kopie des Briefes vom 17.01.1896 aus M�nchen, handschriftlich;17.01.1896;Daten fehlen;4 Bl./5 S.;Deutsch;105319
B-I-GRAU-23;Thomas Mann an Otto Grautoff;Kopie des Briefes vom 02.02.1896 aus M�nchen, handschriftlich;02.02.1896;Daten fehlen;5 Bl./7 S.;Deutsch;113145
B-I-GRAU-24;Thomas Mann an Otto Grautoff;Kopie des Briefes vom 17.02.1896 aus M�nchen, handschriftlich;17.02.1896;Daten fehlen;4 Bl./5 S.;Deutsch;40757
B-I-GRAU-25;Thomas Mann an Otto Grautoff;Kopie des Briefes vom 27.02.1896, fortgesetzt am 28.02.1896, aus M�nchen, handschriftlich;27.02.1896 - 28.02.1896;Daten fehlen;4 Bl./4 S.;Deutsch;59937
B-I-GRAU-26;Thomas Mann an Otto Grautoff;"Kopie des Briefes vom 19.03.1896 aus M�nchen, handschriftlich.
Zus�tzlich vermerkt: Brief unvollst�ndig, Schluss nicht �berliefert";19.03.1896;Daten fehlen;3 Bl./4 S.;Deutsch;24971
B-I-GRAU-27;Thomas Mann an Otto Grautoff;Kopie des Briefes vom 29.03.1896 aus M�nchen, handschriftlich;29.03.1896;Daten fehlen;4 Bl./4 S.;Deutsch;128274
B-I-GRAU-28;Thomas Mann an Otto Grautoff;Kopie des Briefes vom 23.05.1896 aus M�nchen, handschriftlich;23.05.1896;Daten fehlen;2 Bl./3 S.;Deutsch;39045
B-I-GRAU-29;Thomas Mann an Otto Grautoff;Kopie des Briefes vom 10.07.1896 aus M�nchen, handschriftlich;10.07.1896;Daten fehlen;4 Bl./4 S.;Deutsch;53628
B-I-GRAU-30;Thomas Mann an Otto Grautoff;Kopie der Postkarte vom 29.07.1896 aus Unterach am Attersee, handschriftlich;29.07.1896;Daten fehlen;2 Bl./2 S.;Deutsch;58337
B-I-GRAU-31;Thomas Mann an Otto Grautoff;Kopie des Briefes vom 03.08.1896 aus Unterach am Attersee, handschriftlich;03.08.1896;Daten fehlen;4 Bl./4 S.;Deutsch;95518
B-I-GRAU-32;Thomas Mann an Otto Grautoff;Kopie des Briefes vom 27.09.1896 aus M�nchen, handschriftlich;27.09.1896;Daten fehlen;3 Bl./4 S.;Deutsch;67747
B-I-GRAU-33;Thomas Mann an Otto Grautoff;Kopie des Briefes vom 08.11.1896 aus Napoli [Neapel], handschriftlich;08.11.1896;Daten fehlen;4 Bl./5 S.;Deutsch;98723
B-I-GRAU-34;Thomas Mann an Otto Grautoff;Kopie der Postkarte vom 03.12.1896 aus Rom, handschriftlich;03.12.1896;Daten fehlen;2 Bl./2 S.;Deutsch;96829
B-I-GRAU-35;Thomas Mann an Otto Grautoff;Kopie der Postkarte vom 16.12.1896 aus Rom, handschriftlich;16.12.1896;Daten fehlen;2 Bl./2 S.;Deutsch;34112
B-I-GRAU-36;Thomas Mann an Otto Grautoff;Kopie der Postkarte vom 04.01.1897 aus Rom, handschriftlich;04.01.1897;Daten fehlen;2 Bl./2 S.;Deutsch;130868
B-I-GRAU-37;Thomas Mann an Otto Grautoff;Kopie des Briefes vom 13.01.1897 aus Rom, handschriftlich;13.01.1897;Daten fehlen;3 Bl./4 S.;Deutsch;98302
B-I-GRAU-38;Thomas Mann an Otto Grautoff;Kopie der Postkarte vom 22.01.1897 aus Rom, handschriftlich;22.01.1897;Daten fehlen;2 Bl./2 S.;Deutsch;109831
B-I-GRAU-39;Thomas Mann an Otto Grautoff;Kopie der Postkarte vom 28.01.1897 aus Rom, handschriftlich;28.01.1897;Daten fehlen;2 Bl./2 S.;Deutsch;127152
B-I-GRAU-40;Thomas Mann an Otto Grautoff;Kopie des Briefes vom 06.04.1897 aus Rom, handschriftlich;06.04.1897;Daten fehlen;3 Bl./4 S.;Deutsch;136451
B-I-GRAU-41;Thomas Mann an Otto Grautoff;Kopie des Briefes vom 23.04.1897 aus Rom, handschriftlich;23.04.1897;Daten fehlen;3 Bl./4 S.;Deutsch;104104
B-I-GRAU-42;Thomas Mann an Otto Grautoff;Kopie der Postkarte vom 06.06.1897 aus Rom, handschriftlich;06.06.1897;Daten fehlen;2 Bl./2 S.;Deutsch;85957
B-I-GRAU-43.1;Thomas Mann an Otto Grautoff;"Kopie des Briefes vom 21.07.1897 aus Rom, handschriftlich.
Zus�tzlich vermerkt: unvollst�ndig, Briefschluss nicht �berliefert";21.07.1897;Daten fehlen;3 Bl./4 S.;Deutsch;72768
B-I-GRAU-43.2;Thomas Mann an Otto Grautoff;Abschrift des fragmentarischen Briefes vom 21.07.1897 aus Rom, maschinenschriftlich;21.07.1897;Daten fehlen;2 Bl./2 S.;Deutsch;111303
B-I-GRAU-44;Thomas Mann an Otto Grautoff;"Kopie des Briefes vom 20.08.1897 aus Rom, handschriftlich.
Zus�tzlich vermerkt: unvollst�ndig, Briefschluss nicht �berliefert";20.08.1897;Daten fehlen;3 Bl./4 S.;Deutsch;26669
B-I-GRAU-45;Thomas Mann an Otto Grautoff;Kopie der Postkarte vom 11.12.1897 aus Rom, handschriftlich;11.12.1897;Daten fehlen;2 Bl./2 S.;Deutsch;79027
B-I-GRAU-46;Thomas Mann an Otto Grautoff;Kopie der Postkarte vom 29.12.1897 aus Rom, handschriftlich;29.12.1897;Daten fehlen;2 Bl./2 S.;Deutsch;100104
B-I-GRAU-47;Thomas Mann an Otto Grautoff;Kopie der Postkarte vom 09.05.1898 aus M�nchen, handschriftlich;09.05.1898;Daten fehlen;2 Bl./2 S.;Deutsch;44977
B-I-GRAU-48;Thomas Mann an Otto Grautoff;Kopie des Briefes vom 14.05.1898 aus M�nchen, handschriftlich;14.05.1898;Daten fehlen;2 Bl./3 S.;Deutsch;65221
B-I-GRAU-49;Thomas Mann an Otto Grautoff;Kopie des Briefes vom 25.10.1898 aus M�nchen, handschriftlich;25.10.1898;Daten fehlen;3 Bl./4 S.;Deutsch;96223
B-I-GRAU-50;Thomas Mann an Otto Grautoff;"Kopie des Briefes vom 12.12.1898 aus M�nchen, handschriftlich.
Zus�tzlich vermerkt: auf Briefbogen vom Albert Langen Verlag f�r Literatur und Kunst";12.12.1898;Daten fehlen;2 Bl./2 S.;Deutsch;30356
B-I-GRAU-51.1;Thomas Mann an Otto Grautoff;"Kopie des Briefes vom 22.12.1898 aus M�nchen, handschriftlich.
Zus�tzlich vermerkt: auf Briefbogen vom Albert Langen Verlag f�r Literatur und Kunst";22.12.1898;Daten fehlen;2 Bl./2 S.;Deutsch;108402
B-I-GRAU-51.2;Thomas Mann an Otto Grautoff;Abschrift des Briefes vom 22.12.1898 aus M�nchen, maschinenschriftlich;22.12.1898;Daten fehlen;2 Bl./2 S.;Deutsch;134069
B-I-GRAU-52;Thomas Mann an Otto Grautoff;"Kopie des Briefes vom 03.01.1899 aus M�nchen, handschriftlich.
Zus�tzlich vermerkt: enth�lt auch Kopie des Briefes vom 04.04.1899";03.01.1899;Daten fehlen;1 Bl./3 S.;Deutsch;61621
B-I-GRAU-53;Thomas Mann an Otto Grautoff;"Nachweis des handschriftlichen Briefes vom 04.04.1899 aus M�nchen.
Zus�tzlich vermerkt: auf Briefbogen vom Albert Langen Verlag f�r Literatur und Kunst";04.04.1899;Daten fehlen;Daten fehlen;Deutsch;50934
B-I-GRAU-54;Thomas Mann an Otto Grautoff;"Kopie des Briefes vom 05.05.1899 aus M�nchen, handschriftlich.
Zus�tzlich vermerkt: auf Briefbogen vom Albert Langen Verlag f�r Literatur und Kunst";05.05.1899;Daten fehlen;1 Bl./1 S.;Deutsch;65697
B-I-GRAU-55;Thomas Mann an Otto Grautoff;"Kopie des Briefes vom 17.07.1899 aus M�nchen, handschriftlich.
Zus�tzlich vermerkt: auf Briefbogen vom Albert Langen Verlag f�r Literatur und Kunst";17.07.1899;Daten fehlen;1 Bl./1 S.;Deutsch;142652
B-I-GRAU-56;Thomas Mann an Otto Grautoff;Kopie des Briefes vom 28.09. ohne Jahreszahl, vermutlich um 1900, aus M�nchen, handschriftlich;28.09.1900;datiert ohne Jahreszahl, vermutlich um 1900;2 Bl./2 S.;Deutsch;46776
B-I-GRAU-57;Thomas Mann an Otto Grautoff;Abschrift des Briefes vom 06.11.1901 aus M�nchen, maschinenschriftlich;06.11.1901;Daten fehlen;2 Bl./2 S.;Deutsch;127374
B-I-GRAU-58.1;Thomas Mann an Otto Grautoff;"Nachweis des handschriftlichen Briefentwurfs vom 29.08.1903, ohne Ort, gem�ss Regest aus M�nchen.
Zus�tzlich vermerkt: vermutlich nicht abgesandter Briefentwurf, unvollst�ndiger Eintrag im Notizbuch 7";29.08.1903;Daten fehlen;Daten fehlen;Deutsch;123969
B-I-GRAU-58.2;Thomas Mann an Otto Grautoff;"Kopie der Abschrift des Briefentwurfs vom 29.08.1903, ohne Ort, gem�ss Regest aus M�nchen, maschinenschriftlich.
Zus�tzlich vermerkt: vermutlich nicht abgesandter Briefentwurf, unvollst�ndiger Eintrag im Notizbuch 7";29.08.1903;Daten fehlen;1 Bl./1 S.;Deutsch;48561
B-I-GRAU-59;Thomas Mann an Otto Grautoff;Kopie der Postkarte vom 28.03.1909 aus M�nchen, handschriftlich;28.03.1909;Daten fehlen;1 Bl./2 S.;Deutsch;43853
B-I-GRAU-60;Thomas Mann an Otto Grautoff;"Kopie eines Nachweises mit Inhaltszusammenfassung des handschriftlichen Briefes vom 22.04.1914 aus M�nchen (vgl. S. 2).
Zus�tzlich vermerkt: Kopie enth�lt auch Inhaltszusammenfassungen der Briefe und Postkarten vom 22.09.1894 [=09.1894], ca. 24.09.1894 [=22.09.1894], 11.06.1914, 05.02.1925 und 17.02.1925";22.04.1914;Daten fehlen;2 Bl./2 S.;Deutsch;43836
B-I-GRAU-61;Thomas Mann an Otto Grautoff;"Nachweis der handschriftlichen Ansichtskarte vom 11.06.1914 aus M�nchen.
Im Nachweis erw�hnte Angaben: Postkarte-Vorderansicht: ""('Baustein zum Zoolog. Garten M�nchens^: Rehk�pfe, Studie von H. v. Z�gel)"". Inhaltsangabe: ""Dankt f�r G's Schrift �ber Rolland""";11.06.1914;Daten fehlen;Daten fehlen;Deutsch;110467
B-I-GRAU-62;Thomas Mann an Otto Grautoff;Nachweis des maschinenschriftlichen Briefes vom 05.02.1925 aus M�nchen;05.02.1925;Daten fehlen;Daten fehlen;Deutsch;137776
B-I-GRAU-63;Thomas Mann an Otto Grautoff;Nachweis des maschinenschriftlichen Briefes vom 17.02.1925 aus M�nchen (fragmentarisch);17.02.1925;Daten fehlen;Daten fehlen;Deutsch;107037
B-I-GRAU-64;Thomas Mann an Otto Grautoff;"Brief, Original, aus Arosa, handschriftlich.
Zus�tzlich vermerkt: am unteren Briefrand besch�digt, wenige Zeilen wurden herausgeschnitten";24.05.1926;Daten fehlen;1 Bl./4 S.;Deutsch;110761
B-I-GRAV-1;Thomas Mann an Frau [?] Gravenkamp;"Brief, Original, aus M�nchen, handschriftlich.
Zus�tzlich vermerkt: Bleistift-Notizen auf der letzten Briefseite";23.05.1927;Daten fehlen;1 Bl./3 S.;Deutsch;119620
B-I-GRAVE-1;Thomas Mann an Dr. [?] Gravenkamp;Kopie des Briefes vom 03.01.1927 aus M�nchen, maschinenschriftlich;03.01.1927;Daten fehlen;1 Bl./1 S.;Deutsch;65567
B-I-GRAVS-1;Thomas Mann an Elizabeth Graves;Durchschlag zum Brief vom 12.02.1949, ohne Ort, gem�ss Regest aus Pacific Palisades, maschinenschriftlich;12.02.1949;Daten fehlen;1 Bl./1 S.;Englisch;76200
B-I-GRAY-1;Thomas Mann an George W. Gray;Durchschlag zum Brief vom 23.05.1941, ohne Ort, gem�ss Regest aus Pacific Palisades, maschinenschriftlich;23.05.1941;Daten fehlen;1 Bl./1 S.;Englisch;130275
B-I-GRAYJ-1.1;Thomas Mann an James Gray;Durchschlag zum englischen Briefentwurf vom 12.10.1947, ohne Ort, gem�ss Regest aus Pacific Palisades, maschinenschriftlich;12.10.1947;Daten fehlen;1 Bl./2 S.;Englisch;113210
B-I-GRAYJ-1.2;Thomas Mann an James Gray;Briefentwurf, Original, ohne Datum und ohne Ort zum Brief vom 12.10.1947 aus Pacific Palisades, handschriftlich;12.10.1947;ohne Datum, Briefentwurf zum Brief vom 12.10.1947;1 Bl./2 S.;Deutsch;140695
B-I-GRAYK-1;Thomas Mann an Felix Grayeff;Durchschlag zum Brief vom 19.09.1941, ohne Ort, gem�ss Regest aus Pacific Palisades, maschinenschriftlich;19.09.1941;Daten fehlen;1 Bl./1 S.;Deutsch;140596
B-I-GREA-1;Thomas Mann an Abner Green;Durchschlag zum Brief vom 04.11.1942 aus Pacific Palisades, maschinenschriftlich;04.11.1942;Daten fehlen;1 Bl./1 S.;Englisch;132874
B-I-GREA-2;Thomas Mann an Abner Green, American Committee for Protection of Foreign Born, New York;Durchschlag zum Brief vom 15.07.1948, ohne Ort, gem�ss Regest aus Pacific Palisades, maschinenschriftlich;15.07.1948;Daten fehlen;1 Bl./1 S.;Englisch;101453
B-I-GREE-1;Thomas Mann an Jeannette F. Green, National Broadcasting Company Inc., New York;Durchschlag zum Brief vom 01.02.1940, ohne Ort, gem�ss Regest aus Princeton, maschinenschriftlich;01.02.1940;Daten fehlen;1 Bl./1 S.;Englisch;43520
B-I-GREEM-1;Thomas Mann an Myron B. Green;Durchschlag zum Brief vom 14.11.1938, ohne Ort, gem�ss Regest aus Princeton, maschinenschriftlich;14.11.1938;Daten fehlen;1 Bl./1 S.;Englisch;93784
B-I-GREEN-1;Thomas Mann an einen Verleger von Greenberg Publishers, New York;Durchschlag zum Brief vom 30.09.1947, ohne Ort, gem�ss Regest aus Pacific Palisades, maschinenschriftlich;30.09.1947;Daten fehlen;1 Bl./1 S.;Englisch;133703
B-I-GREES-1;Thomas Mann an Sanford J. Greenburger, Giulio Einaudi Publishers, New York;Durchschlag zum Brief vom 11.04.1945, ohne Ort, gem�ss Regest aus Pacific Palisades, maschinenschriftlich;11.04.1945;Daten fehlen;1 Bl./1 S.;Englisch;104054
B-I-GREEW-1;Thomas Mann an Ward Greene, King Features Syndicate, New York;Durchschlag zum Brief vom 31.03.1947, ohne Ort, gem�ss Regest aus Pacific Palisades, maschinenschriftlich;31.03.1947;Daten fehlen;1 Bl./1 S.;Englisch;37985
B-I-GREEWB-1;Thomas Mann an Beatrice Greenwich;Durchschlag zum Brief vom 25.10.1939, ohne Ort, gem�ss Regest aus Princeton, maschinenschriftlich;25.10.1939;Daten fehlen;1 Bl./1 S.;Englisch;82938
B-I-GREEWD-1.1;Thomas Mann an William D. Greer, 'Fortune Magazine', New York;"Briefentwurf, Original, ohne Datum und ohne Ort, 1. deutsche Vorstufe zu den englischen Fassungen vom 03.04. und 07.04.1943 aus Pacific Palisades, handschriftlich.
Zus�tzliche Beilage, nachtr�glich: kurze englische Erl�uterung zum Brief (aus anderer Hand)";ca. 03.04.1943;ohne Datum, Briefentwurf zum Brief vom 03.04.1943, gem�ss Vermerk auf dem Briefentwurf;2 Bl./2 S. + 1 Bl./1 S.;Deutsch;93682
B-I-GREEWD-1.2;Thomas Mann an William D. Greer, 'Fortune Magazine', New York;Kopie des deutschen Briefentwurfs ohne Datum und ohne Ort, 2. Vorstufe zu den englischen Fassungen vom 03.04. und 07.04.1943 aus Pacific Palisades, handschriftlich;ca. 03.04.1943;ohne Datum, Briefentwurf zu den englischen Fassungen vom 03.04. und 07.04.1943;9 Bl./9 S.;Deutsch;93130
B-I-GREEWD-1.3;Thomas Mann an William D. Greer, 'Fortune Magazine', New York;"Durchschlag zum englischen Briefentwurf vom 03.04.1943 aus Pacific Palisades, 1. Fassung, maschinenschriftlich.
Zus�tzlich vermerkt: mit handschriftlichen Korrekturen (aus anderer Hand).
Zus�tzliche Beilage, nachtr�glich: Anmerkungen mit Publikationsvermerk, handschriftlich (aus anderer Hand)";03.04.1943;Daten fehlen;7 Bl./7 S. + 1 Bl./1 S.;Englisch;55501
B-I-GREEWD-1.4;Thomas Mann an William D. Greer, 'Fortune Magazine', New York;"Durchschlag zum englischen Briefentwurf vom 07.04.1943 aus Pacific Palisades, 2. Fassung, maschinenschriftlich.
Zus�tzlich vermerkt: mit handschriftlichen Korrekturen (aus anderer Hand).
Zus�tzliche Beilage, nachtr�glich: Anmerkungen zum Brief, handschriftlich (aus anderer Hand)";07.04.1943;Daten fehlen;8 Bl./8 S. + 1 Bl./1 S.;Englisch;41007
B-I-GREF-1;Thomas Mann an Ferdinand Gregori;"Kopie des Briefes vom 13.06.1917 aus M�nchen, handschriftlich.
Kopie des Briefumschlags";13.06.1917;Daten fehlen;2 Bl./4 S. + 1 Bl./1 S.;Deutsch;57981
B-I-GREG-1;Thomas Mann an D. Gregory;Durchschlag zum Brief vom 14.01.1944, ohne Ort, gem�ss Regest aus Pacific Palisades, maschinenschriftlich;14.01.1944;Daten fehlen;1 Bl./1 S.;Englisch;73845
B-I-GREGJ-1;Sekretariat Thomas Mann an Joseph C. Gregory;"Durchschlag zum Brief vom 09.02.1946, ohne Ort, gem�ss Regest aus Pacific Palisades, maschinenschriftlich.
Zus�tzlich vermerkt: vom Sekretariat geschrieben und unterzeichnet";09.02.1946;Daten fehlen;1 Bl./1 S.;Englisch;36725
B-I-GREI-1;Thomas Mann an den Greifenverlag, Rudolstadt;Durchschlag zum Brief vom 10.02.1951, ohne Ort, gem�ss Regest aus Pacific Palisades, maschinenschriftlich;10.02.1951;Daten fehlen;1 Bl./1 S.;Deutsch;97391
B-I-GREIF-1;Thomas Mann an Rose Greiffenhagen;Durchschlag zum Brief vom 02.10.1948 aus Pacific Palisades, maschinenschriftlich;02.10.1948;Daten fehlen;1 Bl./1 S.;Deutsch;72090
B-I-GREIN-1;Thomas Mann an Martin Greiner;Durchschlag zum Brief vom 06.05.1948, ohne Ort, gem�ss Regest aus Pacific Palisades, maschinenschriftlich;06.05.1948;Daten fehlen;1 Bl./1 S.;Deutsch;64277
B-I-GRES-1;Thomas Mann an Nancy Gresham;Durchschlag zum Brief vom 25.11.1939, ohne Ort, gem�ss Regest aus Princeton, maschinenschriftlich;25.11.1939;Daten fehlen;1 Bl./1 S.;Englisch;121355
B-I-GREY-1;Thomas Mann an Robert G. Grey;Auktionskatalogsauszug zur Briefkarte vom 12.12.1933 aus K�snacht, gedruckt (fragmentarisch);12.12.1933;Daten fehlen;1 Bl./1 S.;Deutsch;93876
B-I-GRIE-1;Thomas Mann an Tom O. Griessemer, 'World Government News', New York;Durchschlag zum Brief vom 22.12.1949, ohne Ort, gem�ss Regest aus Pacific Palisades, maschinenschriftlich;22.12.1949;Daten fehlen;1 Bl./1 S.;Englisch;142776
B-I-GRIF-1;Thomas Mann an Kenneth E. Griffith;Durchschlag zur Abschrift des Briefes vom 10.07.1949 aus Vulpera, maschinenschriftlich;10.07.1949;Daten fehlen;1 Bl./1 S.;Englisch;109915
B-I-GRIFF-1;Thomas Mann an Mrs. Parker O. Griffith;Durchschlag zum Brief vom 24.10.1940, ohne Ort, gem�ss Regest aus Princeton, maschinenschriftlich;24.10.1949;Daten fehlen;1 Bl./1 S.;Englisch;98628
B-I-GRIG-1;Thomas Mann an George Grimes;Durchschlag zum Brief vom 31.12.1945, ohne Ort, gem�ss Regest aus Pacific Palisades, maschinenschriftlich;31.12.1945;Daten fehlen;1 Bl./1 S.;Englisch;52733
B-I-GRIJ-1;Thomas Mann an [John Odus] Grimes;Durchschlag zum Brief vom 08.01.1945, ohne Ort, gem�ss Regest aus Pacific Palisades, maschinenschriftlich;08.01.1945;Daten fehlen;1 Bl./1 S.;Englisch;110583
B-I-GRIM-1;Thomas Mann an Emil Grimm;Briefkarte, Original, aus M�nchen, handschriftlich;06.02.1906;Daten fehlen;1 Karte/2 S.;Deutsch;103838
B-I-GRIM-2;Thomas Mann an Emil Grimm;Durchschlag zur Abschrift des Auktionskatalogseintrags zum Brief vom 14.09.1907 aus Seeshaupt, gedruckt (fragmentarisch);14.09.1907;Daten fehlen;1 Bl./1 S.;Deutsch;56567
B-I-GRIM-3;Thomas Mann an Emil Grimm;Auktionskatalogsauszug zum Brief vom 07.10.1909 aus Bad T�lz, gedruckt (fragmentarisch);07.10.1909;Daten fehlen;1 Bl./1 S.;Deutsch;111615
B-I-GRIMA-1;Thomas Mann an Adolf Grimme;Kopie des Briefes vom 10.11.1930 aus M�nchen, maschinenschriftlich, mit wenigen handschriftlichen Korrekturen;10.11.1930;Daten fehlen;2 Bl./2 S.;Deutsch;48075
B-I-GRIMA-2;Thomas Mann an Adolf Grimme;Kopieder Briefkarte vom 01.04.1931 aus M�nchen, handschriftlich;01.04.1931;Daten fehlen;1 Bl./2 S.;Deutsch;89009
B-I-GRIMA-3;Thomas Mann an Adolf Grimme;Kopie des Briefes vom 17.05.1932 aus M�nchen, maschinenschriftlich;17.05.1932;Daten fehlen;1 Bl./1 S.;Deutsch;63051
B-I-GRIMA-4;Thomas Mann an Adolf Grimme;Kopie des Briefes vom 12.01.1933 aus M�nchen, maschinenschriftlich;12.01.1933;Daten fehlen;7 Bl./7 S.;Deutsch;124171
B-I-GRIN-1;Thomas Mann an [Miron?] Grindea;Durchschlag zum Brief vom 24.09.1941, ohne Ort, gem�ss Regest aus Pacific Palisades, maschinenschriftlich;24.09.1941;Daten fehlen;1 Bl./1 S.;Deutsch;118471
B-I-GRINE-1;Thomas Mann an Mabry Griner;Durchschlag zum Brief vom 28.03.1945, ohne Ort, gem�ss Regest aus Pacific Palisades, maschinenschriftlich;28.03.1945;Daten fehlen;1 Bl./1 S.;Englisch;100430
B-I-GRINI-1;Thomas Mann an S. H. Grininger;"Kopie der Abschrift der Ansichtskarte vom 04.05.1948 aus Pacific Palisades, maschinenschriftlich.
Zus�tzlich vermerkt: enthalten in einem Brief von S. H. Grininger an den S. Fischer Verlag vom 26.01.1963 aus Bad Ischl";04.05.1948;Daten fehlen;1 Bl./1 S.;Deutsch;137650
B-I-GRINN-1;Thomas Mann an C. LeRoy Grinnell;Durchschlag zum Brief vom 05.12.1939, ohne Ort, gem�ss Regest aus Princeton, maschinenschriftlich;05.12.1939;Daten fehlen;1 Bl./1 S.;Englisch;98448
B-I-GRIS-1;Thomas Mann an Leonhard Grisebach;Durchschlag zum Brief vom 29.10.1948, ohne Ort, gem�ss Regest aus Pacific Palisades, maschinenschriftlich;29.10.1948;Daten fehlen;1 Bl./1 S.;Deutsch;65039
B-I-GROA-1;Thomas Mann an Raymond A. de Groat;Durchschlag zum Brief vom 14.04.1949, ohne Ort, gem�ss Regest aus Pacific Palisades, maschinenschriftlich;14.04.1949;Daten fehlen;1 Bl./1 S.;Englisch;139323
B-I-GROA-2;Thomas Mann an Raymond A. de Groat;Durchschlag zum Brief vom 27.12.1950, ohne Ort, gem�ss Regest aus Pacific Palisades, maschinenschriftlich;27.12.1950;Daten fehlen;1 Bl./1 S.;Englisch;72261
B-I-GROL-1;Thomas Mann an Adolf von Grolman;"Abschriften der Briefe und Karten vom 28.06.1914 - 20.11.1927, maschinenschriftlich.
Zus�tzlich vermerkt: teilweise mit Anmerkungen versehen.
Zus�tzliche Beilagen: Kopien zweier Briefumschl�ge ohne bzw. mit herausgerissenem Poststempel";28.06.1914 - 20.11.1927;Daten fehlen;11 Bl./11 S. + 1 Bl./1 S. + 1 Bl./1 S.;Deutsch;35216
B-I-GROL-2;Thomas Mann an Adolf von Grolman;"Kopie des Briefes vom 28.06.1914 aus M�nchen, handschriftlich.
Kopie des Briefumschlags mit beiliegendem Siegel";28.06.1914;Daten fehlen;3 Bl./3 S.;Deutsch;68547
B-I-GROL-3;Thomas Mann an Adolf von Grolman;Kopie des Briefes vom 10.07.1914 aus Bad T�lz, handschriftlich;10.07.1914;Daten fehlen;2 Bl./4 S.;Deutsch;105758
B-I-GROL-4;Thomas Mann an Adolf von Grolman;Kopie des Briefes vom 10.09.1916 aus Bad T�lz, handschriftlich;10.09.1916;Daten fehlen;2 Bl./4 S.;Deutsch;98603
B-I-GROL-5;Thomas Mann an Adolf von Grolman;"Kopie des Briefes vom 21.10.1916 aus M�nchen, handschriftlich.
Kopie des Briefumschlags";21.10.1916;Daten fehlen;2 Bl./3 S.;Deutsch;128985
B-I-GROL-6;Thomas Mann an Adolf von Grolman;"Kopie des Briefes vom 31.10.1916 aus M�nchen, handschriftlich.
Kopie des Briefumschlags";31.10.1916;Daten fehlen;2 Bl./4 S.;Deutsch;87091
